,comment,link,date,language,toxicity
646,"Πατέρας - Γιος Πάντα μέσα στις επιτυχίες! 
Μην της πείτε πως πονάω
πως δεν έχω που να πάω
μια από δω γυρνάω, μια από εκεί
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη (τροποποιήθηκε),greek,3.0
647,Great song  Albanians and Greeks make the best music 🇦🇱🇬🇷,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
648,Μα τι ταλέντο!! Συγχαρητήρια! Μοναδική φωνη,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
649,"Τραγουδι με νόημα !!!!!!
Μπράβο Γιώργο ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
650,"Το έχω ακουσει παρα πολλές φορές , πολύ όμορφη ,βελούδινη φωνή ,γυρίσματα τόσο αβίαστα ..Μπραβο ,έχεις τη δίκη σου ταυτότητα , όσα κοινά και να υπάρχουν με τον Πλούταρχο το παιδί αυτό έχει μοναδική χροιά και το τραγούδι υπέροχο !",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
651,"Αχ βρε Γιώργο μου... ️
Είσαι εμφανισιακά πανέμορφος, αναμφισβήτητα ταλαντούχος, ευγενική ψυχή, ακέραιος χαρακτήρας! Φωνή κρυστάλλινη 🫶🫶🫶 Να είσαι πάντα καλά και μας χαρίζεις τα υπέροχα τραγούδια σου! ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,greek,2.0
652,Τι ωραίο που το ζεϊμπέκικο επέστρεψε ξανά στην ελληνική μουσική,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη (τροποποιήθηκε),greek,1.0
653,"Μπράβο αγόρι μου
ΤΕΡΑΣΤΙΟΣ ΕΡΜΗΝΕΥΤΗΣ Ο ΠΑΤΕΡΑΣ ΣΟΥ, ΤΕΡΑΣΤΙΟΣ ΚΑΙ ΕΣΎ!!!
ΦΩΝΆΡΑ ΓΙΩΡΓΑΡΑ!!!",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
654,Ακόμα ένα υπέροχο τραγούδι απο αυτό το εξαιρετικό παιδί !!! Καλοτάξιδο νάναι αγόρι μου και άλλες πολλές επιτυχίες να έχεις στη ζωή σου !! ,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
655,Στο repeat όλη μέρα !!! ️,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
656,Τι φωνάρα είναι αυτή και πόσο ωραίο κομμάτι .....!!!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
657,Επιτέλους ελληνική ποιοτική μουσική με τη φωνάρα και τη ταπεινωτητα που πρέπει να έχει ένας καλλιτέχνης. Συγχαρητήρια στον τραγουδιστή και την εταιρεία,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,greek,2.0
658,"""ΤΟ DNA EΚΑΝΕ ΤΟ 'ΘΑΥΜΑ' ΤΟΥ .. ΟΙΚΟΓΕΝΕΙΑΚΩΣ ..!!"" ΚΑΚΟΣΑΙΟΣ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
659,"Ωραιο τραγουδι,θυμιζει ζειμπεκικα    δεκαετιας 2000-2010.Σιγουρα θα παει πολυ καλα.Μπραβο Γιωργο....",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
660,"Να'ναι καλά το παλληκάρι που μας ταξιδεύει στα παλιά.
Μουσική, στίχοι και εικόνα ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,3.0
661,Συγχαρητήρια!!!!! Πολύ ωραία καθαρή λαϊκή φωνή κ τραγούδια με νόημα.,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
662,Το λάτρεψα από την πρώτη στιγμή που το άκουσα! Είσαι ΥΠΕΡΟΧΟΣ!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
663,Φωνάρα χίλια μπράβο στον Γιώργο ενα απο τα καλύτερα τραγούδια που βγήκαν το τελευταίο διάστημα,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
664,"Για εμένα, ένα από τα καλύτερα τραγούδια του 2021. Τραγούδι-παρακαταθηκη για έναν τραγουδιστή..",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
665,Άλλη μία επιτυχία από τον Γιό του τεράστιου Γιανναρα Πλούταρχου. Ήταν αναμενόμενο νά βγουν τέτοια τραγούδια!Πολλά συγχαρητήρια!!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
666,Beautiful Song  Bravo Giorgos ,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,english,1.0
667,Ετσι να μαθαινουν τα νεα παιδια την γνησια ΕΛΛΗΝΙΚΗ ΛΑΙΚΗ ΜΟΥΣΙΚΗ!!!Αξιος συνεχιστης του Πατερα σου.,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
668,Τέλειο τραγούδι τέλεια φωνή σαν τον πατέρα σου Γιώργο,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
669,"Πολύ καλή λαϊκή φωνή.... Στα χνάρια του Γιάννη Πλούταρχου. Μπράβο, νεαρέ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,english,3.0
670,"Δεν ξέρω πως να περιγράψω αυτή την επιτυχία  Μουσική, φωνή, στίχοι, σκηνοθεσία ΟΛΑ ΤΕΛΕΙΑΑΑΑΑΑΑ ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
671,Πολύ  καλή  φωνή  και  παρουσία!! Καλοτάξιδο  να  είναι  το  τραγούδι!!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
672,Πόσο υπέροχος πολύ δυνατό ζεϊμπέκικο στο τέλος κι ερμηνεία πολύ όμορφη!️,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
673,I loooooove greek music,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 9 μήνες,english,1.0
674,"Превосходно! Берёт за душу... Спасибо. Efharisto poly, orea tragudy. Nice.",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
675,"Άλλο ένα εξαιρετικό τραγούδι! Εύγε Γιώργο!
Υ.Γ. Alfa Romeo 164 ΕΡΓΑΛΕΙΟ!!!",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,3.0
676,Ζειμπέκικο σε στύλ των 2000'ς ...Μπράβο Γιώργαρε!!!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
677,ΚΟΜΜΑΤΑΡΑ !ΕΥΧΑΡΙΣΤΟΥΜΕ ΓΙΩΡΓΟ ΠΟΥ ΕΠΙΛΕΓΕΙΣ ΤΈΤΟΙΑ ΤΡΑΓΟΎΔΙΑ!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
678,"Συγχαρητήρια για την υπέροχη φωνή σου,ο καλύτερος νέος τραγουδιστης",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,greek,1.0
679,"Πολύ ωραίο τραγούδι 
Συγχαρητήρια! ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,3.0
680,Τα σπάει!!!Μπράβο σου αγόρι μου!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
681,Ανυπομονώ να ακούσω το καινούργιο σου τραγούδι με χαρά πάντα επιτυχίες και συγχαρητήρια μπράβο Γιώργο ,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
682,"Πολύ ωραίο τραγούδι!! Καλοτάξιδο!! 
Γιώργο!!!",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,3.0
683,"Πολυ ωραιο τραγουδι δεν το περιμενα καθολου, με διεψευσες γιωργαρε, συνεχισε!",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
684,"Τι τραπ και ταπερ,  ΦΩΝΑΡΑ έχεις αγόρι μου!!! Μπράβο εύχομαι πάντα επιτυχίες!!! ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,greek,1.0
685,Υπέροχο τραγούδι!!..απλά τέλειο!!!Μπράβο Γιώργο μου πάντα επιτυχίες αγόρι μου!!,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,english,2.0
686,"Μπράβο σου Γιώργο μου! Υπέροχη η Ερμηνεία σου και Υπέροχο το Τραγούδι σου! Να είσαι Πάντα Καλά, με Ότι Καλύτερο! Κάνεις Περίφανο τον Πατέρα σου, και Όλους μας! Συνέχισε έτσι! ",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 1 έτος,greek,2.0
687,"Αγόρι μου το ταλέντο και η φωνή σου προδιαγραφουν την επιτυχία σου Σ,αυτό το χωρο..εύχομαι να έχεις υγεία και καλή τύχη και στην ζωή σου!!!",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
688,Συγχαρητήρια μπράβο σου αυτήν είναι ελληνική μουσική.... ,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,1.0
689,"Είναι τόσο τέλειο που δεν είναι αντιγραφή του πατέρα του. Είναι τελείως μοναδικός, με τρομερό ταλέντο και τραγουδαρες. Έχει τόσο μέλλον. Μπράβο",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,2.0
690,Ίδιος ο μπαμπάς σου μπράβο ρε παιδί μου στην ηλικία μας τέτοια παιδιά αξίζουν εις ανώτερα πραγματικά εύχομαι ,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη (τροποποιήθηκε),english,1.0
691,Πάντα επιτυχίες εύχομαι!!️,https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,english,2.0
692,"Να έχεις την επιτυχία του πατέρα σου, μπράβο...",https://www.youtube.com/watch?v=mgmUrqv4PdA,πριν από 2 έτη,greek,1.0
693,Τι να σου πω ρε παλικάρι μου μπράβο σου! Είσαι καταπληκτικός .... είσαι μια όαση μέσα  στην κατάντια της ελληνικής μουσικής ... μείνε ταπεινός,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 1 ημέρα,greek,3.0
694,"Θοδωρή απλά respect, συγκίνηση και ευγνωμοσύνη!Για όλη αυτή την ανοδική πορεία σου, για όσα έχεις καταφέρει, για τα καλύτερα που έρχονται!!!!!!Κάθε φορά ένα βήμα και προς την κορυφή, με την αξία σου, με την αλήθεια σου και με συνεργάτες που έχουν πιστέψει πραγματικά στις δυνάμεις σου, το αξίζεις πραγματικά!!!!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,1.0
695,"Υπέροχοι όλοι σας, πραγματικά μπράβο σας!!!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
696,"Θοδωρή κάθε φορά αποδεικνύεις ότι τίποτα δεν είναι ακατόρθωτο και πάντα το πας σε άλλο level, ξεπερνάς τον εαυτό σου!Μας δίνεις τρομερή δύναμη με τη μουσική σου!Η φωνή σου πολύ σπουδαίο δώρο, ευγνωμοσύνη να σε απολαμβάνουμε, να γεμίζουν τα αυτιά μας με μελωδίες. Αλλά και η υπομονή που έχεις κάνει όλα αυτά τα χρόνια σου έχει δώσει απίστευτα αποτελέσματα!!!!Αυτό το συγκλονιστικό κορυφαίο album ΑΛΛΗ ΜΙΑ ΕΜΠΕΙΡΙΑ είναι η ανταμοιβή σου για όλη την προσπάθεια που έχεις καταβάλει και συνεχίζεις να προσπαθείς για το καλύτεο, όλα αυτά τα χρόνια. Και έγινε χρυσό όπως και τα δύο singles Ζήσε τη στιγμή & Κάψε έγιναν πλατινένια. Γιατί μας έδωσες αυτά τα κομμάτια τόσο απλόχερα με την αλήθεια σου και χωρίς να προσποιείσαι κάτι άλλο. Κι εμείς τα αγαπάμε, τα στηρίζουμε και έχεις μπει στα σπίτια μας και στις καρδιές μας. Είσαι ο εαυτός σου για αυτό σε λατρεύουμε και θα είμαστε πάντα κοντά σου. Σε όλα αυτά που θα ακολουθήσουν γιατί σίγουρα είσαι γεννημένος για σπουδαία πράγματα!!!!!!!
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
697,"Είναι ο καλλιτέχνης που έχει όλο το ""πακέτο"" που λέμε. Φωνή που ανατριχιάζει, εκπληκτικές επιλογές κομματιών που ταιριάζουν απίστευτα στη φωνάρα του σε σημείο να μας συγκλονίζουν  όλα. Πολύ δουλευταράς, ψάχνει πολύ τα κομμάτια του με σπουδαίους συνεργάτες που έχουν πιστέψει στο απίστευτο ταλέντο του. Πολύ επικοινωνιακός στη σκηνή, αλλά και σταρ χωρίς το δήθεν σταριλίκι. Στα live του επιλέγει κομμάτια και τα δικά του εννοείται αλλά και πολλών άλλων καλλιτεχνών, από πολλά μουσικά είδη κυρίως κλασικά λαϊκά σημαντικών δημιουργών αλλά και πιο ποπ, γενικώς τα προγράμματά του μας κρατάνε συνεχώς με γρήγορες εναλλαγές  χωρίς να νιώσουμε βαρεμάρα ούτε στο ελάχιστο! Και προκαλεί πραγματικά πανικό!!!Από την άλλη εκτός σκηνής είναι πολύ προσγειωμένος, ταπεινός, ευδιάθετος. Έχει μια εκπληκτική εμφάνιση και στυλ και είναι πάντα αληθινός, πάντα ο εαυτός του!!!!!!Κάθε φορά εξελίσσεται και δίνει το κάτι διαφορετικό και το κάτι παραπάνω. Έχει αποδείξει πως με υπομονή, πίστη,προσήλωση στο στόχο τίποτα δεν είναι ακατόρθωτο. Για όλα αυτά τον λατρεύουμε!
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες (τροποποιήθηκε),greek,2.0
698,"Σε ακούω από πολύ παλιά Θοδωρή, αλλά τα τελευταία 4-5 χρόνια μου επιβεβαιώνεις με τον καλύτερο τρόπο ότι είσαι αληθινός σταρ και ότι τα σαρώνεις όλα!Αυτή η φωνάρα σου είναι ανατριχιαστική, έχουν πολύ συναίσθημα οι ερμηνείες σου αλλά την επικοινωνία που έχεις με το κοινό σου δεν την έχει άλλος!Μας μεταδίδεις υπέροχα συναισθήματα, ακόμα και τα τραγούδια πόνου, που είναι τα πιο πολλά που έχεις τα θέλουμε συνέχεια, μας βοηθούν να ξεπερνάμε τις δυσκολίες μας!!!!!!Είσαι πολύ δουλευταράς, εξωπραγματικός και είσαι ο εαυτός σου πάντα!Έτσι να παραμείνεις!!!!
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
699,"Θα ήθελα τρομερά να ακούσω σε studio version την κομματάρα ΑΡΓΗΣΕΣ που έλεγες στο OPUS το 2015, πραγματικά αυτό κι αν είναι τρομερά σαρωτικό κομμάτι, είναι πολύ ανατρεπτικό και μου αρέσει που ροκάρεις!!!Είσαι τόσο δυνατός  καλλιτέχνης, ασταμάτητος ότι και να πεις το λες συγκλονιστικά!!!!!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες (τροποποιήθηκε),greek,2.0
700,"Τι να πούμε πραγματικά για το Θοδωρή, για τις ερμηνείες του, για τα ανατριχιαστικά κομμάτια,που δεν ξέρεις πραγματικά ποιο να επιλέξεις πρώτο!Όλα μα όλα είναι τόσο ξεχωριστά όσο και ο ίδιος ως καλλιτέχνης αλλά και ως άνθρωπος!Στη σκηνή τα σαρώνει όλα, αλλά εκτός σκηνής είναι πολύ προσγειωμένος και ήρεμος!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
701,"Συγχαρητήρια= Σκέψη, Ενέργεια, Ζωή, Συναισθήματα. ΣΕ ΕΥΧΑΡΙΣΤΟΎΜΕ, ΕΣΈΝΑ ΚΑΙ ΤΟΥΣ ΑΝΘΡΏΠΟΥΣ ΠΟΥ ΣΥΝΟΔΕΎΟΥΝ , ΤΗΝ ΕΥΤΥΧΊΑ  ΣΤΟ ΔΡΌΜΟ ΣΑΣ .

Ο Θεός πάντα  μαζί σου.",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,1.0
702,""" Τι κι αν είμαι ο μεγαλύτερος αλήτης να προδώσω την καρδιά μου δεν μπορώ...""",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,1.0
703,Λογια μεσα απο την καρδια..! ΥΠΕΡΟΧΟΣ....!!!!!!! ,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,1.0
704,"00:04 Μεγάλος Έρωτας
03:08 Αυτό που ήθελα
06:59 Φταίω και εγώ
09:33 Απεναντί μου
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
705,Είσαι φωνάρα ρε φίλε μπράβο μπράβο.,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,3.0
706,"Καλά respect για όλα, αλλά το Σε χρειάζομαι πρώτη φορά το είπε live και πραγματικά με συγκίνησε απίστευτα η ερμηνεία του! Θα πρέπει να το προσθέσει σίγουρα στα live του!!!
Εξωπραγματικός είναι, από άλλο σύμπαν!!!!!!Δεν υπάρχουν λόγια για αυτόν τον τόσο σπουδαίο καλλιτέχνη!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
707,"Ένας είσαι βρε Θοδωρή, πραγματικα ΔΕΝ ΕΧΕΙΣ ΑΙΣΘΗΣΗ τι έχεις προκαλέσει!!!!ΔΕΝ ΥΠΑΡΧΕΙ ΛΟΓΙΚΗ Σ' ΑΥΤΟ ΠΟΥ ΖΟΥΜΕ μαζί σου, κάθε φορά μας χαρίζεις ανεπανάληπτες στιγμες. ΓΙΝΟΜΑΣΤΕ ΕΝΑ και ΖΟΥΜΕ ΤΗ ΣΤΙΓΜΗ κι εμείς που σε βλεπουμε ΑΠΕΝΑΝΤΙ μας, να τα σαρώνεις όλα, να είσαι ένα βήμα όλο και πιο κοντά στην κορυφή. ΑΥΤΟ ΠΟΥ ΘΕΛΑΜΕ το έχεις καταφερει και με το παραπάνω, έχεις ξεπεράσει τις προσδοκίες μας. Κάθε φορά μας κάνεις ΧΙΛΙΑ ΚΟΜΜΑΤΙΑ .. ΦΤΑΙΜΕ ΚΙ ΕΜΕΙΣ που σου δίνουμε όλο αυτό το κύμα αγάπης αλλά το αξίζεις πραγματικά γιατί είσαι πολύ αληθινός και προσγειωμένος. Κάθε σου τραγούδι και κάθε εμφάνιση είναι ΑΛΛΗ ΜΙΑ ΕΜΠΕΙΡΙΑ και πάντα δίνεις το κάτι διαφορετικό. Είσαι ένας ΜΕΓΑΛΟΣ ΕΡΩΤΑΣ, ο πιο ερωτικός καλλιτέχνης της γενιάς σου και ΕΤΣΙ ΑΠΛΑ μας μεταδίδεις τόσο όμορφα συναισθήματα. Να το ξερεις πάντα θα ΕΙΜΑΣΤΕ ΕΔΩ ΓΙΑ ΣΕΝΑ, να σε στηρίζουμε και να σε ακούμε στο ΤΕΡΜΑ!!!!!!
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες (τροποποιήθηκε),greek,2.0
708,Άλλη μια... σπουδαία μουσική εμπειρία και ερμηνεία από έναν νέο ερμηνευτή που ξέρει να ερμηνεύει δωρικά και συγχρόνως τόσο αφοπλιστικά συναισθηματικα!.,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες (τροποποιήθηκε),greek,2.0
709,Υπεροχος...φωνη μαγικη,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
710,"42:40 πόσο ανατριχιαστικός, δηλαδή δεν υπάρχουν λόγια, ο άνθρωπος είναι εξωπραγματικά απίστευτος!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
711,Είσαι υπέροχος Θοδωρή μου αγαπώ πολύ τα τραγούδια σου ειδικά τις μπαλάντες σου!!!!,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 1 μήνα,greek,1.0
712,"Αυτός ο καλλιτέχνης, αυτός ο τόσο σπάνιος άνθρωπος ο Θοδωρής μας, έχει καταφέρει με αυτή τη συγκλονιστική του φωνάρα, τον άψογο επαγγελματισμό του, την υπομονή και προσήλωση στους στόχους του, τους σωστούς συνεργάτες που πραγματικά αντιλήφθηκαν αμέσως αυτό το σπουδαίο ταλέντο του αλλά κυρίως με την ταπεινότητά του, κάθε φορά να κατακτά όλο και πιο σημαντικά πράγματα και πάντα να κάνει την υπέρβαση. Είσαι σίγουρα ο νο1 καλλιτέχνης αυτή τη στιγμή (όσο κι αν άλλοι είναι φουλ προωθημένοι),. Αυτή την απίστευτη φωνητική έκταση που έχει, που του βγαίνει τόσο αβίαστα αυτή η φωνάρα, το τόσο δυνατό συναίσθημα που έχουν οι ερμηνείες του, σε σημείο να ζει κάθε λέξη του κάθε τραγουδιού και να μας το μεταδίδει αμέσως,την  επικοινωνία που έχει με τον κόσμο στην πίστα και τις τόσο ΄προσεκτικές επιλογές κομματιών (μετά από πολύ ψάξιμο), δεν τα έχει άλλος καλλιτέχνης αυτή τη στιγμή. Και παρόλα αυτά παραμένει πολύ προσγειωμένος και συνειδητοποιημένος, δεν είναι καθόλου δήθεν. Με κάθε του βήμα αποδεικνύει  ότι τίποτα δεν είναι ακατόρθωτο αρκεί να υπάρχει πραγματική θέληση και δουλεύει απίστευτα σε σημείο αυτή τη στιγμή να έχει ξεπεράσει τον εαυτό του και να το έχει πάει σε άλλο level. Είμαι πολύ ευγνώμων και τον νιώθω σαν δικό μου άνθρωπο, αφού έχει καταφέρει με όλα αυτά που ανέφερα,  να μπει στα σπίτια μας και στις καρδιές μας.
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
713,Ο καλύτερος όλων. Είμαι τρελή θαυμάστρια σου.,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
714,Υπέροχος καλλιτέχνης αλλά ακόμα πιο υπέροχος σαν άνθρωπος !!!Το χειμώνα όλοι Ποσειδώνιο Θοδωρής,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
715,Ας ανέβει και spotify  να γίνει χαμός ! ΕΞΑΙΡΕΤΙΚΟΣ για ακόμα μία φορα !,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
716,"Το Σε χρειάζομαι, το αγαπημένο μου. Το είπε πρώτη φορά live σε αυτή την εμφάνισή του!Δεν το έχει πει στο Posidonio!Βέβαια όλα είναι αγαπημένα μου, δεν υπάρχει περίπτωση να έχει ένα κομμάτι να πεις μέτριο ή έτσι κι έτσι!Πολύ ξεχωριστός!!!!!!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
717,"μην το παρακανετε με τις τραγουδιστικες σας ικανοτητες , ειναι υπερβολη , καλος!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 1 μήνα,greek,1.0
718,"Έλα βρε Θοδωρή!Θα μας τρελάνεις!Όλο εκπλήξεις είσαι!Ένας και μοναδικός, είσαι τόσο ξεχωριστός, σαρώνεις τα πάντα!!!!!!!!!!!Ανυπομονώ!!!!!!!!!",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες (τροποποιήθηκε),greek,2.0
719,ΦΑΝΤΑΣΤΙΚΟΣ!!!!!,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
720,"Είσαι υπέροχος τραγουδιστής! Πριν έναν χρόνο γεννήθηκε ο γιος μου και του τραγουδούσα από την πρώτη μέρα το"" Στάσου Λίγο "" . Όταν λοιπόν ήταν ενός μηνός..εκεί που του τραγουδούσα..με κοίταξε έντονα μέσα στα μάτια και δάκρυσε. Από εκείνη την στιγμή τον αγάπησα ακομα περισσότερο!Νιώθω ότι δεθηκαμε ακόμα παραπάνω. Του το τραγουδάω μέχρι σήμερα και χαμογελάει.  Το κομμάτι αυτό θα μείνει για πάντα στην καρδιά μου 
Διαβάστε περισσότερα",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,2.0
721,Αφιερωμένο στον άντρα της ζωής μου,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 3 εβδομάδες,english,1.0
722,Φωναρα μου!!!,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 1 μήνα,english,2.0
723,"Υπεροχος...ΣΕ ΕΥΧΑΡΙΣΤΟΎΜΕ,",https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
724,Υπέροχος για άλλη μια φορά ,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 1 μήνα,greek,3.0
725,Ένας μεγάλος Έρωτας  αυτο που ζήσαμε που χάθηκε εσύ καί γω για  αυτό χωρίσαμε........,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 4 εβδομάδες,greek,2.0
726,Υπέροχος ️,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 1 μήνα,english,1.0
727,ΕΞΑΙΡΕΤΙΚΟΣ,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
728,Υπέροχος!!!!!!!!!!!!!!!!!!,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
729,Μοναδικός️️️,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
730,Ταξίδεψε μας με αυτή την υπέροχη φωνή!!! Έχω κάνει 500 χιλιόμετρα για να σε δω Θεσσαλονίκη ,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,1.0
731,Great job ,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
732,Καλημέρα  ΔΕΝ ΥΠΑΡΧΟΥΝ ΛΟΓΙΑ.... ΣΥΓΧΑΡΗΤΗΡΙΑ!!!!ΚΑΙ ΣΤΟΥΣ ΣΥΝΤΕΛΕΣΤΕΣ!!!!!!!!!,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,greek,1.0
733,καταπληκτικος σε περιμενουμε κερκυρα !!!!,https://www.youtube.com/watch?v=U82ucM1hgpE,πριν από 2 μήνες,english,1.0
